workload_id,snr_db,frame,algorithm_id,noise_model,capture_start_seconds,capture_stop_seconds,snapshot_index,snapshot_seconds,replay_support_end_seconds,frame_duration_seconds,bit_errors,success,decode_failure,selected_source,selection_reason,standard_crc_valid,rescue_executed,rescue_is_gradient,rescue_crc_valid,gradient_checkpoints,selected_iteration,optimized_variables,partial_fft_parts,partial_fft_bands
red3:lane3:snr0.0:seed4:frame1,0.0,1,cwz_joint,awgn,0.0,47.78125,1,0.0,0.9088541666666666,0.8666666666666667,1227,false,false,standard,standard_fallback,false,true,true,false,9,6,C+W+z,4,16
red3:lane3:snr0.0:seed4:frame2,0.0,2,cwz_joint,awgn,0.0,47.78125,99,1.0208333333333333,1.9296875,0.8666666666666667,1093,false,false,standard,standard_fallback,false,true,true,false,9,8,C+W+z,4,16
red3:lane3:snr0.0:seed4:frame3,0.0,3,cwz_joint,awgn,0.0,47.78125,197,2.0416666666666665,2.950520833333333,0.8666666666666667,1288,false,false,standard,standard_fallback,false,true,true,false,9,7,C+W+z,4,16
red3:lane3:snr0.0:seed4:frame4,0.0,4,cwz_joint,awgn,0.0,47.78125,294,3.0520833333333335,3.9609375,0.8666666666666667,1111,false,false,standard,standard_fallback,false,true,true,false,9,3,C+W+z,4,16
red3:lane3:snr0.0:seed4:frame5,0.0,5,cwz_joint,awgn,0.0,47.78125,392,4.072916666666667,4.981770833333334,0.8666666666666667,1123,false,false,standard,standard_fallback,false,true,true,false,9,8,C+W+z,4,16
red3:lane3:snr0.0:seed4:frame6,0.0,6,cwz_joint,awgn,0.0,47.78125,490,5.09375,6.002604166666667,0.8666666666666667,1296,false,false,standard,standard_fallback,false,true,true,false,9,8,C+W+z,4,16
red3:lane3:snr0.0:seed4:frame7,0.0,7,cwz_joint,awgn,0.0,47.78125,588,6.114583333333333,7.0234375,0.8666666666666667,1261,false,false,standard,standard_fallback,false,true,true,false,9,3,C+W+z,4,16
red3:lane3:snr0.0:seed4:frame8,0.0,8,cwz_joint,awgn,0.0,47.78125,686,7.135416666666667,8.044270833333334,0.8666666666666667,1103,false,false,standard,standard_fallback,false,true,true,false,9,5,C+W+z,4,16
red3:lane3:snr0.0:seed4:frame9,0.0,9,cwz_joint,awgn,0.0,47.78125,783,8.145833333333334,9.0546875,0.8666666666666667,1127,false,false,standard,standard_fallback,false,true,true,false,9,6,C+W+z,4,16
red3:lane3:snr0.0:seed4:frame10,0.0,10,cwz_joint,awgn,0.0,47.78125,881,9.166666666666666,10.075520833333332,0.8666666666666667,1275,false,false,standard,standard_fallback,false,true,true,false,9,8,C+W+z,4,16
